index,bound,sat,cost,new_degree,neighbor_mask_hex,cnf_clauses,cnf_variables,i4,k4
50,1,False,,,,9224,4655,1146,1161
51,1,False,,,,9212,4649,1169,1135
52,1,False,,,,9244,4665,1142,1170
53,1,False,,,,9232,4659,1152,1157
54,1,False,,,,9268,4677,1144,1174
55,1,False,,,,9244,4665,1155,1157
56,1,False,,,,9256,4671,1154,1161
57,1,False,,,,9232,4659,1165,1144
58,1,False,,,,9248,4667,1143,1170
59,1,False,,,,9236,4661,1153,1157
60,1,False,,,,9244,4665,1122,1190
61,1,False,,,,9232,4659,1148,1161
62,1,False,,,,9260,4673,1133,1183
63,1,False,,,,9248,4667,1143,1170
64,1,False,,,,9272,4679,1132,1187
65,1,False,,,,9260,4673,1142,1174
66,1,False,,,,9224,4655,1128,1179
67,1,False,,,,9260,4673,1120,1196
68,1,False,,,,9212,4649,1138,1166
69,1,False,,,,9236,4661,1127,1183
70,1,False,,,,9204,4645,1136,1166
71,1,False,,,,9204,4645,1149,1153
72,1,False,,,,9228,4657,1138,1170
73,1,False,,,,9280,4683,1134,1187
74,1,False,,,,9296,4691,1125,1200
75,1,False,,,,9284,4685,1135,1187
76,1,False,,,,9268,4677,1144,1174
77,1,False,,,,9200,4643,1170,1131
78,1,False,,,,9196,4641,1156,1144
79,1,False,,,,9196,4641,1143,1157
80,1,False,,,,9220,4653,1136,1170
81,1,False,,,,9264,4675,1159,1158
82,1,False,,,,9280,4683,1150,1171
83,1,False,,,,9276,4681,1149,1171
84,1,False,,,,9292,4689,1140,1184
85,1,False,,,,9208,4647,1146,1157
86,1,False,,,,9196,4641,1156,1144
87,1,False,,,,9184,4635,1124,1173
88,1,False,,,,9220,4653,1116,1190
89,1,False,,,,9200,4643,1130,1171
90,1,False,,,,9244,4665,1109,1203
91,1,False,,,,9232,4659,1106,1203
92,1,False,,,,9192,4639,1154,1145
93,1,False,,,,9188,4637,1127,1171
94,1,False,,,,9212,4649,1120,1184
95,1,False,,,,9188,4637,1140,1158
96,1,False,,,,9236,4661,1118,1192
97,1,False,,,,9272,4679,1110,1209
98,1,False,,,,9248,4667,1133,1180
99,1,False,,,,9236,4661,1143,1167
100,1,False,,,,9252,4669,1114,1200
101,1,False,,,,9216,4651,1131,1174
102,1,False,,,,9216,4651,1131,1174
103,1,False,,,,9228,4657,1121,1187
104,1,False,,,,9204,4645,1141,1161
105,1,False,,,,9240,4663,1124,1187
106,1,False,,,,9224,4655,1128,1179
107,1,False,,,,9248,4667,1117,1196
108,1,False,,,,9252,4669,1118,1196
109,1,False,,,,9240,4663,1128,1183
110,1,False,,,,9216,4651,1126,1179
111,1,False,,,,9216,4651,1139,1166
112,1,False,,,,9240,4663,1128,1183
113,1,False,,,,9204,4645,1165,1137
114,1,False,,,,9216,4651,1155,1150
115,1,False,,,,9224,4655,1144,1163
116,1,False,,,,9236,4661,1134,1176
117,1,False,,,,9244,4665,1132,1180
118,1,False,,,,9208,4647,1152,1151
119,1,False,,,,9276,4681,1129,1191
120,1,False,,,,9264,4675,1139,1178
121,1,False,,,,9260,4673,1122,1194
122,1,False,,,,9256,4671,1157,1158
123,1,False,,,,9236,4661,1169,1141
124,1,False,,,,9232,4659,1168,1141
125,1,False,,,,9248,4667,1159,1154
126,1,False,,,,9220,4653,1182,1124
127,1,False,,,,9212,4649,1167,1137
128,1,False,,,,9216,4651,1155,1150
129,1,False,,,,9236,4661,1147,1163
130,1,False,,,,9216,4651,1168,1137
131,1,False,,,,9224,4655,1157,1150
132,1,False,,,,9188,4637,1140,1158
133,1,False,,,,9220,4653,1107,1199
134,1,False,,,,9208,4647,1117,1186
135,1,False,,,,9220,4653,1116,1190
136,1,False,,,,9184,4635,1137,1160
137,1,False,,,,9208,4647,1126,1177
138,1,False,,,,9196,4641,1114,1186
139,1,False,,,,9196,4641,1127,1173
140,1,False,,,,9220,4653,1116,1190
141,1,False,,,,9196,4641,1127,1173
142,1,False,,,,9208,4647,1117,1186
143,1,False,,,,9232,4659,1106,1203
144,1,False,,,,9260,4673,1127,1189
145,1,False,,,,9240,4663,1135,1176
146,1,False,,,,9260,4673,1127,1189
147,1,False,,,,9280,4683,1119,1202
148,1,False,,,,9260,4673,1136,1180
149,1,False,,,,9240,4663,1144,1167
150,1,False,,,,9260,4673,1136,1180
151,1,False,,,,9280,4683,1128,1193
152,1,False,,,,9236,4661,1147,1163
153,1,False,,,,9256,4671,1139,1176
154,1,False,,,,9212,4649,1154,1150
155,1,False,,,,9204,4645,1152,1150
156,1,False,,,,9184,4635,1153,1144
157,1,False,,,,9196,4641,1143,1157
158,1,False,,,,9184,4635,1140,1157
159,1,False,,,,9208,4647,1133,1170
160,1,False,,,,9220,4653,1123,1183
161,1,False,,,,9208,4647,1133,1170
162,1,False,,,,9196,4641,1130,1170
163,1,False,,,,9196,4641,1143,1157
