index,bound,sat,cost,new_degree,neighbor_mask_hex,cnf_clauses,cnf_variables,i4,k4
50,1,False,,,,9224,4655,1146,1161
51,1,False,,,,9212,4649,1169,1135
52,1,False,,,,9244,4665,1142,1170
53,1,False,,,,9232,4659,1152,1157
54,1,False,,,,9268,4677,1144,1174
55,1,False,,,,9244,4665,1155,1157
56,1,False,,,,9256,4671,1154,1161
57,1,False,,,,9232,4659,1165,1144
58,1,False,,,,9248,4667,1143,1170
59,1,False,,,,9236,4661,1153,1157
60,1,False,,,,9244,4665,1122,1190
61,1,False,,,,9232,4659,1148,1161
62,1,False,,,,9260,4673,1133,1183
63,1,False,,,,9248,4667,1143,1170
64,1,False,,,,9272,4679,1132,1187
65,1,False,,,,9260,4673,1142,1174
66,1,False,,,,9224,4655,1128,1179
67,1,False,,,,9260,4673,1120,1196
68,1,False,,,,9212,4649,1138,1166
69,1,False,,,,9236,4661,1127,1183
70,1,False,,,,9204,4645,1136,1166
71,1,False,,,,9204,4645,1149,1153
72,1,False,,,,9228,4657,1138,1170
73,1,False,,,,9280,4683,1134,1187
74,1,False,,,,9296,4691,1125,1200
75,1,False,,,,9284,4685,1135,1187
76,1,False,,,,9268,4677,1144,1174
77,1,False,,,,9200,4643,1170,1131
78,1,False,,,,9196,4641,1156,1144
79,1,False,,,,9196,4641,1143,1157
80,1,False,,,,9220,4653,1136,1170
81,1,False,,,,9264,4675,1159,1158
82,1,False,,,,9280,4683,1150,1171
83,1,False,,,,9276,4681,1149,1171
84,1,False,,,,9292,4689,1140,1184
85,1,False,,,,9208,4647,1146,1157
86,1,False,,,,9196,4641,1156,1144
87,1,False,,,,9184,4635,1124,1173
88,1,False,,,,9220,4653,1116,1190
89,1,False,,,,9200,4643,1130,1171
90,1,False,,,,9244,4665,1109,1203
91,1,False,,,,9232,4659,1106,1203
92,1,False,,,,9192,4639,1154,1145
93,1,False,,,,9188,4637,1127,1171
94,1,False,,,,9212,4649,1120,1184
95,1,False,,,,9188,4637,1140,1158
96,1,False,,,,9236,4661,1118,1192
97,1,False,,,,9272,4679,1110,1209
98,1,False,,,,9248,4667,1133,1180
99,1,False,,,,9236,4661,1143,1167
100,1,False,,,,9252,4669,1114,1200
101,1,False,,,,9216,4651,1131,1174
102,1,False,,,,9216,4651,1131,1174
103,1,False,,,,9228,4657,1121,1187
104,1,False,,,,9204,4645,1141,1161
105,1,False,,,,9240,4663,1124,1187
106,1,False,,,,9224,4655,1128,1179
107,1,False,,,,9248,4667,1117,1196
108,1,False,,,,9252,4669,1118,1196
109,1,False,,,,9240,4663,1128,1183
110,1,False,,,,9216,4651,1126,1179
111,1,False,,,,9216,4651,1139,1166
112,1,False,,,,9240,4663,1128,1183
113,1,False,,,,9204,4645,1165,1137
114,1,False,,,,9216,4651,1155,1150
115,1,False,,,,9224,4655,1144,1163
116,1,False,,,,9236,4661,1134,1176
117,1,False,,,,9244,4665,1132,1180
118,1,False,,,,9208,4647,1152,1151
119,1,False,,,,9276,4681,1129,1191
120,1,False,,,,9264,4675,1139,1178
121,1,False,,,,9260,4673,1122,1194
122,1,False,,,,9256,4671,1157,1158
123,1,False,,,,9236,4661,1169,1141
124,1,False,,,,9232,4659,1168,1141
125,1,False,,,,9248,4667,1159,1154
126,1,False,,,,9220,4653,1182,1124
127,1,False,,,,9212,4649,1167,1137
128,1,False,,,,9216,4651,1155,1150
129,1,False,,,,9236,4661,1147,1163
130,1,False,,,,9216,4651,1168,1137
131,1,False,,,,9224,4655,1157,1150
132,1,False,,,,9188,4637,1140,1158
133,1,False,,,,9220,4653,1107,1199
134,1,False,,,,9208,4647,1117,1186
135,1,False,,,,9220,4653,1116,1190
136,1,False,,,,9184,4635,1137,1160
137,1,False,,,,9208,4647,1126,1177
138,1,False,,,,9196,4641,1114,1186
139,1,False,,,,9196,4641,1127,1173
140,1,False,,,,9220,4653,1116,1190
141,1,False,,,,9196,4641,1127,1173
142,1,False,,,,9208,4647,1117,1186
143,1,False,,,,9232,4659,1106,1203
144,1,False,,,,9260,4673,1127,1189
145,1,False,,,,9240,4663,1135,1176
146,1,False,,,,9260,4673,1127,1189
147,1,False,,,,9280,4683,1119,1202
148,1,False,,,,9260,4673,1136,1180
149,1,False,,,,9240,4663,1144,1167
150,1,False,,,,9260,4673,1136,1180
151,1,False,,,,9280,4683,1128,1193
152,1,False,,,,9236,4661,1147,1163
153,1,False,,,,9256,4671,1139,1176
154,1,False,,,,9212,4649,1154,1150
155,1,False,,,,9204,4645,1152,1150
156,1,False,,,,9184,4635,1153,1144
157,1,False,,,,9196,4641,1143,1157
158,1,False,,,,9184,4635,1140,1157
159,1,False,,,,9208,4647,1133,1170
160,1,False,,,,9220,4653,1123,1183
161,1,False,,,,9208,4647,1133,1170
162,1,False,,,,9196,4641,1130,1170
163,1,False,,,,9196,4641,1143,1157
164,1,False,,,,9228,4657,1121,1187
165,1,False,,,,9216,4651,1131,1174
166,1,False,,,,9212,4649,1166,1138
167,1,False,,,,9208,4647,1139,1164
168,1,False,,,,9228,4657,1131,1177
169,1,False,,,,9204,4645,1151,1151
170,1,False,,,,9240,4663,1136,1175
171,1,False,,,,9256,4671,1121,1194
172,1,False,,,,9280,4683,1138,1183
173,1,False,,,,9308,4697,1119,1209
174,1,False,,,,9268,4677,1148,1170
175,1,False,,,,9296,4691,1129,1196
176,1,False,,,,9280,4683,1138,1183
177,1,False,,,,9224,4655,1145,1162
178,1,False,,,,9284,4685,1126,1196
179,1,False,,,,9268,4677,1125,1193
180,1,False,,,,9256,4671,1135,1180
181,1,False,,,,9216,4651,1142,1163
182,1,False,,,,9224,4655,1153,1154
183,1,False,,,,9236,4661,1143,1167
184,1,False,,,,9224,4655,1144,1163
185,1,False,,,,9232,4659,1142,1167
186,1,False,,,,9244,4665,1138,1174
187,1,False,,,,9216,4651,1141,1164
188,1,False,,,,9232,4659,1145,1164
189,1,False,,,,9268,4677,1129,1189
190,1,False,,,,9252,4669,1130,1184
191,1,False,,,,9240,4663,1145,1166
192,1,False,,,,9252,4669,1161,1153
193,1,False,,,,9260,4673,1145,1171
194,1,False,,,,9196,4641,1130,1170
195,1,False,,,,9220,4653,1121,1185
196,1,False,,,,9188,4637,1137,1161
197,1,False,,,,9212,4649,1130,1174
198,1,False,,,,9228,4657,1122,1186
199,1,False,,,,9204,4645,1129,1173
200,1,False,,,,9208,4647,1128,1175
201,1,False,,,,9232,4659,1121,1188
202,1,False,,,,9228,4657,1120,1188
203,1,False,,,,9252,4669,1113,1201
204,1,False,,,,9184,4635,1140,1157
205,1,False,,,,9208,4647,1133,1170
206,1,False,,,,9208,4647,1131,1172
207,1,False,,,,9232,4659,1124,1185
208,1,False,,,,9192,4639,1128,1171
209,1,False,,,,9216,4651,1121,1184
210,1,False,,,,9208,4647,1120,1183
211,1,False,,,,9232,4659,1113,1196
212,1,False,,,,9212,4649,1119,1185
213,1,False,,,,9236,4661,1112,1198
214,1,False,,,,9232,4659,1111,1198
215,1,False,,,,9244,4665,1114,1198
216,1,False,,,,9220,4653,1123,1183
217,1,False,,,,9248,4667,1132,1181
218,1,False,,,,9256,4671,1137,1178
219,1,False,,,,9244,4665,1147,1165
220,1,False,,,,9264,4675,1159,1158
221,1,False,,,,9244,4665,1171,1141
222,1,False,,,,9268,4677,1147,1171
223,1,False,,,,9248,4667,1159,1154
224,1,False,,,,9244,4665,1158,1154
225,1,False,,,,9220,4653,1161,1145
226,1,False,,,,9252,4669,1169,1145
227,1,False,,,,9232,4659,1181,1128
228,1,False,,,,9260,4673,1149,1167
229,1,False,,,,9216,4651,1142,1163
230,1,False,,,,9240,4663,1133,1178
231,1,False,,,,9260,4673,1125,1191
232,1,False,,,,9236,4661,1134,1176
233,1,False,,,,9212,4649,1150,1154
234,1,False,,,,9232,4659,1142,1167
235,1,False,,,,9248,4667,1134,1179
236,1,False,,,,9228,4657,1142,1166
237,1,False,,,,9232,4659,1141,1168
238,1,False,,,,9252,4669,1133,1181
239,1,False,,,,9252,4669,1133,1181
240,1,False,,,,9272,4679,1125,1194
241,1,False,,,,9204,4645,1152,1150
242,1,False,,,,9224,4655,1144,1163
243,1,False,,,,9228,4657,1143,1165
244,1,False,,,,9248,4667,1135,1178
245,1,False,,,,9212,4649,1140,1164
246,1,False,,,,9232,4659,1132,1177
247,1,False,,,,9248,4667,1124,1189
248,1,False,,,,9228,4657,1132,1176
249,1,False,,,,9232,4659,1131,1178
250,1,False,,,,9252,4669,1123,1191
251,1,False,,,,9252,4669,1123,1191
252,1,False,,,,9272,4679,1115,1204
253,1,False,,,,9240,4663,1130,1181
254,1,False,,,,9260,4673,1148,1168
255,1,False,,,,9320,4703,1131,1200
256,1,False,,,,9308,4697,1141,1187
257,1,False,,,,9260,4673,1149,1167
258,1,False,,,,9244,4665,1158,1154
259,1,False,,,,9296,4691,1142,1183
260,1,False,,,,9272,4679,1136,1183
261,1,False,,,,9268,4677,1139,1179
262,1,False,,,,9272,4679,1153,1166
263,1,False,,,,9292,4689,1128,1196
264,1,False,,,,9260,4673,1137,1179
265,1,False,,,,9256,4671,1149,1166
266,1,False,,,,9260,4673,1163,1153
267,1,False,,,,9264,4675,1151,1166
268,1,False,,,,9292,4689,1134,1190
269,1,False,,,,9268,4677,1141,1177
270,1,False,,,,9264,4675,1153,1164
271,1,False,,,,9252,4669,1148,1166
272,1,False,,,,9292,4689,1156,1168
273,1,False,,,,9272,4679,1146,1173
274,1,False,,,,9276,4681,1160,1160
275,1,False,,,,9248,4667,1153,1160
276,1,False,,,,9252,4669,1167,1147
277,1,False,,,,9248,4667,1179,1134
278,1,False,,,,9288,4687,1172,1151
279,1,False,,,,9284,4685,1158,1164
280,1,False,,,,9244,4665,1165,1147
281,1,False,,,,9256,4671,1155,1160
282,1,False,,,,9260,4673,1169,1147
283,1,False,,,,9284,4685,1140,1182
284,1,False,,,,9268,4677,1149,1169
285,1,False,,,,9288,4687,1144,1179
286,1,False,,,,9224,4655,1146,1161
287,1,False,,,,9248,4667,1137,1176
288,1,False,,,,9284,4685,1130,1192
289,1,False,,,,9300,4693,1156,1170
290,1,False,,,,9264,4675,1153,1164
291,1,False,,,,9276,4681,1143,1177
292,1,False,,,,9304,4695,1146,1181
293,1,False,,,,9252,4669,1163,1151
294,1,False,,,,9248,4667,1164,1149
295,1,False,,,,9220,4653,1144,1162
296,1,False,,,,9240,4663,1136,1175
297,1,False,,,,9236,4661,1136,1174
298,1,False,,,,9256,4671,1128,1187
299,1,False,,,,9220,4653,1153,1153
300,1,False,,,,9240,4663,1145,1166
301,1,False,,,,9256,4671,1137,1178
302,1,False,,,,9236,4661,1145,1165
303,1,False,,,,9212,4649,1156,1148
304,1,False,,,,9232,4659,1148,1161
305,1,False,,,,9236,4661,1152,1158
306,1,False,,,,9260,4673,1157,1159
307,1,False,,,,9244,4665,1166,1146
308,1,False,,,,9260,4673,1158,1158
309,1,False,,,,9276,4681,1149,1171
310,1,False,,,,9280,4683,1148,1173
311,1,False,,,,9264,4675,1157,1160
312,1,False,,,,9284,4685,1149,1173
313,1,False,,,,9300,4693,1140,1186
314,1,False,,,,9248,4667,1159,1154
315,1,False,,,,9232,4659,1168,1141
316,1,False,,,,9272,4679,1150,1169
317,1,False,,,,9256,4671,1159,1156
318,1,False,,,,9256,4671,1147,1168
319,1,False,,,,9240,4663,1156,1155
320,1,False,,,,9256,4671,1148,1167
321,1,False,,,,9272,4679,1139,1180
322,1,False,,,,9276,4681,1138,1182
323,1,False,,,,9260,4673,1147,1169
324,1,False,,,,9280,4683,1139,1182
325,1,False,,,,9296,4691,1130,1195
326,1,False,,,,9280,4683,1144,1177
327,1,False,,,,9256,4671,1151,1164
